21:31:35.910 > 0.000,0.000,180.000,0.000,0.000,0.358,-0.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.601685,
21:31:36.109 > 0.000,0.000,180.000,0.000,0.000,0.468,-0.815,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.801689,
21:31:36.310 > 0.000,0.000,180.000,0.000,0.000,0.555,-0.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,111.001694,
21:31:36.510 > 0.000,0.000,180.000,0.000,0.000,0.580,-0.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,111.201698,
21:31:36.709 > 0.000,0.000,180.000,0.000,0.000,0.528,-0.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,111.401703,
21:31:36.909 > 0.000,0.000,180.000,0.000,0.000,0.479,-0.813,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,111.601707,
21:31:37.109 > 0.000,0.000,180.000,0.000,0.000,0.426,-0.723,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,111.801712,
21:31:37.309 > 0.000,0.000,180.000,0.000,0.000,0.388,-0.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.001717,
21:31:37.510 > 0.000,0.000,180.000,0.000,0.000,0.402,-0.766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.201721,
21:31:37.709 > 0.000,0.000,180.000,0.000,0.000,0.459,-0.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.401726,
21:31:37.910 > 0.000,0.000,180.000,0.000,0.000,0.508,-0.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.601730,
21:31:38.110 > 0.000,0.000,180.000,0.000,0.000,0.525,-0.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.801735,
21:31:38.310 > 0.000,0.000,180.000,0.000,0.000,0.489,-0.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.001740,
21:31:38.508 > 0.000,0.000,180.000,0.000,0.000,0.431,-0.891,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.201752,
21:31:38.709 > 0.000,0.000,180.000,0.000,0.000,0.397,-0.836,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.401756,
21:31:38.910 > 0.000,0.000,180.000,0.000,0.000,0.419,-0.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.601753,
21:31:39.109 > 0.000,0.000,180.000,0.000,0.000,0.450,-0.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.801758,
21:31:39.309 > 0.000,0.000,180.000,0.000,0.000,0.500,-0.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114.001762,
21:31:39.510 > 0.000,0.000,180.000,0.000,0.000,0.538,-1.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114.201767,
21:31:39.709 > 0.000,0.000,180.000,0.000,0.000,0.537,-1.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114.401772,
21:31:39.910 > 0.000,0.000,180.000,0.000,0.000,0.513,-0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114.601784,
21:31:40.110 > 0.000,0.000,180.000,0.000,0.000,0.460,-0.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114.801788,
21:31:40.310 > 0.000,0.000,180.000,0.000,0.000,0.428,-0.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,115.001793,
21:31:40.509 > 0.000,0.000,180.000,0.000,0.000,0.430,-0.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,115.201790,
21:31:40.710 > 0.000,0.000,180.000,0.000,0.000,0.481,-0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,115.401802,
21:31:40.910 > 0.000,0.000,180.000,0.000,0.000,0.515,-0.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,115.601807,
21:31:41.109 > 0.000,0.000,180.000,0.000,0.000,0.545,-1.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,115.801811,
21:31:41.309 > 0.000,0.000,180.000,0.000,0.000,0.543,-1.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.001816,
21:31:41.509 > 0.000,0.000,180.000,0.000,0.000,0.491,-0.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.201820,
21:31:41.710 > 0.000,0.000,180.000,0.000,0.000,0.449,-0.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.401825,
21:31:41.910 > 0.000,0.000,180.000,0.000,0.000,0.441,-0.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.601830,
21:31:42.110 > 0.000,0.000,180.000,0.000,0.000,0.467,-0.889,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.801826,
21:31:42.309 > 0.000,0.000,180.000,0.000,0.000,0.504,-0.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,117.001831,
21:31:42.509 > 0.000,0.000,180.000,0.000,0.000,0.530,-0.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,117.201836,
21:31:42.710 > 0.000,0.000,180.000,0.000,0.000,0.554,-1.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,117.401840,
21:31:42.909 > 0.000,0.000,180.000,0.000,0.000,0.551,-1.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,117.601845,
21:31:43.109 > 0.000,0.000,180.000,0.000,0.000,0.536,-0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,117.801849,
21:31:43.310 > 0.000,0.000,180.000,0.000,0.000,0.499,-0.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,118.001854,
21:31:43.510 > 0.000,0.000,180.000,0.000,0.000,0.473,-0.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,118.201859,
21:31:43.710 > 0.000,0.000,180.000,0.000,0.000,0.491,-0.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,118.401863,
21:31:43.910 > 0.000,0.000,180.000,0.000,0.000,0.510,-0.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,118.601868,
21:31:44.110 > 0.000,0.000,180.000,0.000,0.000,0.528,-0.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,118.801872,
21:31:44.309 > 0.000,0.000,180.000,0.000,0.000,0.538,-0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.001877,
21:31:44.509 > 0.000,0.000,180.000,0.000,0.000,0.539,-0.989,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.201881,
21:31:44.709 > 0.000,0.000,180.000,0.000,0.000,0.534,-0.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.401886,
21:31:44.910 > 0.000,0.000,180.000,0.000,0.000,0.509,-0.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.601891,
21:31:45.110 > 0.000,0.000,180.000,0.000,0.000,0.497,-0.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.801895,
21:31:45.308 > 0.000,0.000,180.000,0.000,0.000,0.511,-0.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120.001900,
21:31:45.509 > 0.000,0.000,180.000,0.000,0.000,0.519,-0.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120.201904,
21:31:45.709 > 0.000,0.000,180.000,0.000,0.000,0.530,-0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120.401901,
21:31:45.909 > 0.000,0.000,180.000,0.000,0.000,0.544,-0.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120.601913,
21:31:46.109 > 0.000,0.000,180.000,0.000,0.000,0.548,-0.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120.801918,
21:31:46.309 > 0.000,0.000,180.000,0.000,0.000,0.527,-0.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.001923,
21:31:46.509 > 0.000,0.000,180.000,0.000,0.000,0.516,-0.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.201920,
21:31:46.709 > 0.000,0.000,180.000,0.000,0.000,0.505,-0.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.401932,
21:31:46.909 > 0.000,0.000,180.000,0.000,0.000,0.519,-0.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.601936,
21:31:47.109 > 0.000,0.000,180.000,0.000,0.000,0.539,-0.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.801933,
21:31:47.309 > 0.000,0.000,180.000,0.000,0.000,0.549,-0.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,122.001945,
21:31:47.509 > 0.000,0.000,180.000,0.000,0.000,0.540,-0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,122.201950,
21:31:47.709 > 0.000,0.000,180.000,0.000,0.000,0.535,-0.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,122.401955,
21:31:47.908 > 0.000,0.000,180.000,0.000,0.000,0.515,-0.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,122.601959,
21:31:48.108 > 0.000,0.000,180.000,0.000,0.000,0.506,-0.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,122.801956,
21:31:48.306 > 0.000,0.000,180.000,0.000,0.000,0.506,-0.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.001961,
21:31:48.509 > 0.000,0.000,180.000,0.000,0.000,0.512,-0.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.201965,
21:31:48.706 > 0.000,0.000,180.000,0.000,0.000,0.496,-0.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.401962,
21:31:48.907 > 0.000,0.000,180.000,0.000,0.000,0.498,-1.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.601967,
21:31:49.106 > 0.000,0.000,180.000,0.000,0.000,0.535,-0.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.801971,
21:31:49.306 > 0.000,0.000,180.000,0.000,0.000,0.524,-0.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.001984,
21:31:49.513 > 0.000,0.000,180.000,0.000,0.000,0.526,-0.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.201981,
21:31:49.706 > 0.000,0.000,180.000,0.000,0.000,0.511,-0.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.401985,
21:31:49.906 > 0.000,0.000,180.000,0.000,0.000,0.517,-0.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.601990,
21:31:50.106 > 0.000,0.000,180.000,0.000,0.000,0.515,-0.922,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.801994,
21:31:50.306 > 0.000,0.000,180.000,0.000,0.000,0.515,-0.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,125.001991,
21:31:50.507 > 0.000,0.000,180.000,0.000,0.000,0.519,-0.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,125.201996,
21:31:50.706 > 0.000,0.000,180.000,0.000,0.000,0.519,-0.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,125.402000,
21:31:50.906 > 0.000,0.000,180.000,0.000,0.000,0.511,-0.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,125.602005,
21:31:51.107 > 0.000,0.000,180.000,0.000,0.000,0.495,-0.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,125.802010,
21:31:51.306 > 0.000,0.000,180.000,0.000,0.000,0.495,-0.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,126.002014,
21:31:51.506 > 0.000,0.000,180.000,0.000,0.000,0.487,-0.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,126.202011,
21:31:51.706 > 0.000,0.000,180.000,0.000,0.000,0.492,-0.926,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,126.402016,
